,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,40,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,183,4015.0,4015.0,True,0.0
6,data/MKP03.txt,54,4005.0,4015.0,False,10.0
7,data/MKP03.txt,229,4005.0,4015.0,False,10.0
8,data/MKP03.txt,27,4015.0,4015.0,True,0.0
9,data/MKP03.txt,16,4005.0,4015.0,False,10.0
10,data/MKP05.txt,28,12380.0,12400.0,False,20.0
11,data/MKP05.txt,49,12380.0,12400.0,False,20.0
12,data/MKP05.txt,233,12360.0,12400.0,False,40.0
13,data/MKP05.txt,163,12370.0,12400.0,False,30.0
14,data/MKP05.txt,211,12320.0,12400.0,False,80.0
15,data/MKP07.txt,144,16127.0,16537.0,False,410.0
16,data/MKP07.txt,245,16089.0,16537.0,False,448.0
17,data/MKP07.txt,248,16375.0,16537.0,False,162.0
18,data/MKP07.txt,125,15692.0,16537.0,False,845.0
19,data/MKP07.txt,48,16000.0,16537.0,False,537.0
20,data/MKP11.txt,47,122339.0,130883.0,False,8544.0
21,data/MKP11.txt,140,119750.0,130883.0,False,11133.0
22,data/MKP11.txt,250,122895.0,130883.0,False,7988.0
23,data/MKP11.txt,55,124025.0,130883.0,False,6858.0
24,data/MKP11.txt,244,122564.0,130883.0,False,8319.0
25,data/MKP17.txt,202,523328.0,624319.0,False,100991.0
26,data/MKP17.txt,29,393813.0,624319.0,False,230506.0
27,data/MKP17.txt,27,478303.0,624319.0,False,146016.0
28,data/MKP17.txt,189,491352.0,624319.0,False,132967.0
29,data/MKP17.txt,53,461844.0,624319.0,False,162475.0
30,data/MKP21.txt,197,4490.0,4561.0,False,71.0
31,data/MKP21.txt,108,4471.0,4561.0,False,90.0
32,data/MKP21.txt,61,4531.0,4561.0,False,30.0
33,data/MKP21.txt,15,4561.0,4561.0,True,0.0
34,data/MKP21.txt,32,4145.0,4561.0,False,416.0
35,data/MKP23.txt,119,5440.0,5557.0,False,117.0
36,data/MKP23.txt,229,5507.0,5557.0,False,50.0
37,data/MKP23.txt,131,5501.0,5557.0,False,56.0
38,data/MKP23.txt,183,5526.0,5557.0,False,31.0
39,data/MKP23.txt,191,5257.0,5557.0,False,300.0
40,data/MKP33.txt,82,6985.0,7289.0,False,304.0
41,data/MKP33.txt,133,7245.0,7289.0,False,44.0
42,data/MKP33.txt,46,6911.0,7289.0,False,378.0
43,data/MKP33.txt,123,6811.0,7289.0,False,478.0
44,data/MKP33.txt,89,7016.0,7289.0,False,273.0
45,data/MKP41.txt,185,9863.0,10220.0,False,357.0
46,data/MKP41.txt,94,9912.0,10220.0,False,308.0
47,data/MKP41.txt,64,9822.0,10220.0,False,398.0
48,data/MKP41.txt,201,9646.0,10220.0,False,574.0
49,data/MKP41.txt,126,9717.0,10220.0,False,503.0
50,data/MKP47.txt,135,10492.0,11191.0,False,699.0
51,data/MKP47.txt,81,10633.0,11191.0,False,558.0
52,data/MKP47.txt,185,10900.0,11191.0,False,291.0
53,data/MKP47.txt,231,10995.0,11191.0,False,196.0
54,data/MKP47.txt,126,10650.0,11191.0,False,541.0
