,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,0,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,4,4015.0,4015.0,True,0.0
6,data/MKP03.txt,5,4015.0,4015.0,True,0.0
7,data/MKP03.txt,8,4015.0,4015.0,True,0.0
8,data/MKP03.txt,235,4015.0,4015.0,True,0.0
9,data/MKP03.txt,11,4015.0,4015.0,True,0.0
10,data/MKP05.txt,31,12400.0,12400.0,True,0.0
11,data/MKP05.txt,17,12390.0,12400.0,False,10.0
12,data/MKP05.txt,39,12400.0,12400.0,True,0.0
13,data/MKP05.txt,37,12350.0,12400.0,False,50.0
14,data/MKP05.txt,22,12390.0,12400.0,False,10.0
15,data/MKP07.txt,81,16205.0,16537.0,False,332.0
16,data/MKP07.txt,53,16474.0,16537.0,False,63.0
17,data/MKP07.txt,84,16407.0,16537.0,False,130.0
18,data/MKP07.txt,92,16296.0,16537.0,False,241.0
19,data/MKP07.txt,28,16352.0,16537.0,False,185.0
20,data/MKP11.txt,33,129183.0,130883.0,False,1700.0
21,data/MKP11.txt,87,130723.0,130883.0,False,160.0
22,data/MKP11.txt,37,130883.0,130883.0,True,0.0
23,data/MKP11.txt,24,130723.0,130883.0,False,160.0
24,data/MKP11.txt,50,129173.0,130883.0,False,1710.0
25,data/MKP17.txt,46,454481.0,624319.0,False,169838.0
26,data/MKP17.txt,23,508723.0,624319.0,False,115596.0
27,data/MKP17.txt,75,483474.0,624319.0,False,140845.0
28,data/MKP17.txt,29,482301.0,624319.0,False,142018.0
29,data/MKP17.txt,28,514775.0,624319.0,False,109544.0
30,data/MKP21.txt,25,4561.0,4561.0,True,0.0
31,data/MKP21.txt,16,4561.0,4561.0,True,0.0
32,data/MKP21.txt,38,4561.0,4561.0,True,0.0
33,data/MKP21.txt,56,4561.0,4561.0,True,0.0
34,data/MKP21.txt,9,4451.0,4561.0,False,110.0
35,data/MKP23.txt,46,5481.0,5557.0,False,76.0
36,data/MKP23.txt,105,5557.0,5557.0,True,0.0
37,data/MKP23.txt,52,5458.0,5557.0,False,99.0
38,data/MKP23.txt,45,5465.0,5557.0,False,92.0
39,data/MKP23.txt,32,5456.0,5557.0,False,101.0
40,data/MKP33.txt,53,7114.0,7289.0,False,175.0
41,data/MKP33.txt,24,7014.0,7289.0,False,275.0
42,data/MKP33.txt,38,7039.0,7289.0,False,250.0
43,data/MKP33.txt,38,6944.0,7289.0,False,345.0
44,data/MKP33.txt,44,7060.0,7289.0,False,229.0
45,data/MKP41.txt,49,9704.0,10220.0,False,516.0
46,data/MKP41.txt,36,9714.0,10220.0,False,506.0
47,data/MKP41.txt,66,9646.0,10220.0,False,574.0
48,data/MKP41.txt,41,9595.0,10220.0,False,625.0
49,data/MKP41.txt,55,9729.0,10220.0,False,491.0
50,data/MKP47.txt,48,10485.0,11191.0,False,706.0
51,data/MKP47.txt,72,10851.0,11191.0,False,340.0
52,data/MKP47.txt,97,10653.0,11191.0,False,538.0
53,data/MKP47.txt,31,10486.0,11191.0,False,705.0
54,data/MKP47.txt,21,10348.0,11191.0,False,843.0
