,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,0,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,173,4015.0,4015.0,True,0.0
6,data/MKP03.txt,184,4015.0,4015.0,True,0.0
7,data/MKP03.txt,31,4015.0,4015.0,True,0.0
8,data/MKP03.txt,10,4015.0,4015.0,True,0.0
9,data/MKP03.txt,2,4005.0,4015.0,False,10.0
10,data/MKP05.txt,29,12390.0,12400.0,False,10.0
11,data/MKP05.txt,28,12380.0,12400.0,False,20.0
12,data/MKP05.txt,40,12350.0,12400.0,False,50.0
13,data/MKP05.txt,73,12400.0,12400.0,True,0.0
14,data/MKP05.txt,32,12390.0,12400.0,False,10.0
15,data/MKP07.txt,197,16412.0,16537.0,False,125.0
16,data/MKP07.txt,78,16415.0,16537.0,False,122.0
17,data/MKP07.txt,128,16504.0,16537.0,False,33.0
18,data/MKP07.txt,137,16421.0,16537.0,False,116.0
19,data/MKP07.txt,137,16386.0,16537.0,False,151.0
20,data/MKP11.txt,229,130602.0,130883.0,False,281.0
21,data/MKP11.txt,30,130723.0,130883.0,False,160.0
22,data/MKP11.txt,121,130723.0,130883.0,False,160.0
23,data/MKP11.txt,139,125230.0,130883.0,False,5653.0
24,data/MKP11.txt,18,129183.0,130883.0,False,1700.0
25,data/MKP17.txt,174,539454.0,624319.0,False,84865.0
26,data/MKP17.txt,232,584027.0,624319.0,False,40292.0
27,data/MKP17.txt,159,551391.0,624319.0,False,72928.0
28,data/MKP17.txt,81,522072.0,624319.0,False,102247.0
29,data/MKP17.txt,177,556525.0,624319.0,False,67794.0
30,data/MKP21.txt,11,4505.0,4561.0,False,56.0
31,data/MKP21.txt,50,4561.0,4561.0,True,0.0
32,data/MKP21.txt,37,4561.0,4561.0,True,0.0
33,data/MKP21.txt,15,4561.0,4561.0,True,0.0
34,data/MKP21.txt,32,4561.0,4561.0,True,0.0
35,data/MKP23.txt,34,5539.0,5557.0,False,18.0
36,data/MKP23.txt,187,5544.0,5557.0,False,13.0
37,data/MKP23.txt,46,5539.0,5557.0,False,18.0
38,data/MKP23.txt,37,5494.0,5557.0,False,63.0
39,data/MKP23.txt,187,5557.0,5557.0,True,0.0
40,data/MKP33.txt,119,7273.0,7289.0,False,16.0
41,data/MKP33.txt,100,7181.0,7289.0,False,108.0
42,data/MKP33.txt,104,7271.0,7289.0,False,18.0
43,data/MKP33.txt,74,7106.0,7289.0,False,183.0
44,data/MKP33.txt,144,7157.0,7289.0,False,132.0
45,data/MKP41.txt,104,9966.0,10220.0,False,254.0
46,data/MKP41.txt,153,10015.0,10220.0,False,205.0
47,data/MKP41.txt,104,10024.0,10220.0,False,196.0
48,data/MKP41.txt,201,10075.0,10220.0,False,145.0
49,data/MKP41.txt,117,9959.0,10220.0,False,261.0
50,data/MKP47.txt,101,10791.0,11191.0,False,400.0
51,data/MKP47.txt,58,10977.0,11191.0,False,214.0
52,data/MKP47.txt,114,10916.0,11191.0,False,275.0
53,data/MKP47.txt,176,10999.0,11191.0,False,192.0
54,data/MKP47.txt,189,10913.0,11191.0,False,278.0
