,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,0,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,7,4015.0,4015.0,True,0.0
6,data/MKP03.txt,216,4015.0,4015.0,True,0.0
7,data/MKP03.txt,11,4015.0,4015.0,True,0.0
8,data/MKP03.txt,7,4005.0,4015.0,False,10.0
9,data/MKP03.txt,7,4015.0,4015.0,True,0.0
10,data/MKP05.txt,62,12330.0,12400.0,False,70.0
11,data/MKP05.txt,20,12360.0,12400.0,False,40.0
12,data/MKP05.txt,82,12390.0,12400.0,False,10.0
13,data/MKP05.txt,8,12380.0,12400.0,False,20.0
14,data/MKP05.txt,23,12390.0,12400.0,False,10.0
15,data/MKP07.txt,214,16313.0,16537.0,False,224.0
16,data/MKP07.txt,66,16462.0,16537.0,False,75.0
17,data/MKP07.txt,27,16336.0,16537.0,False,201.0
18,data/MKP07.txt,128,16384.0,16537.0,False,153.0
19,data/MKP07.txt,70,16143.0,16537.0,False,394.0
20,data/MKP11.txt,22,130883.0,130883.0,True,0.0
21,data/MKP11.txt,154,124158.0,130883.0,False,6725.0
22,data/MKP11.txt,23,130723.0,130883.0,False,160.0
23,data/MKP11.txt,209,130883.0,130883.0,True,0.0
24,data/MKP11.txt,32,130723.0,130883.0,False,160.0
25,data/MKP17.txt,100,612487.0,624319.0,False,11832.0
26,data/MKP17.txt,88,592825.0,624319.0,False,31494.0
27,data/MKP17.txt,57,598860.0,624319.0,False,25459.0
28,data/MKP17.txt,99,578744.0,624319.0,False,45575.0
29,data/MKP17.txt,89,607678.0,624319.0,False,16641.0
30,data/MKP21.txt,57,4561.0,4561.0,True,0.0
31,data/MKP21.txt,18,4561.0,4561.0,True,0.0
32,data/MKP21.txt,244,4561.0,4561.0,True,0.0
33,data/MKP21.txt,17,4561.0,4561.0,True,0.0
34,data/MKP21.txt,13,4561.0,4561.0,True,0.0
35,data/MKP23.txt,33,5509.0,5557.0,False,48.0
36,data/MKP23.txt,26,5471.0,5557.0,False,86.0
37,data/MKP23.txt,111,5391.0,5557.0,False,166.0
38,data/MKP23.txt,21,5557.0,5557.0,True,0.0
39,data/MKP23.txt,204,5533.0,5557.0,False,24.0
40,data/MKP33.txt,51,7246.0,7289.0,False,43.0
41,data/MKP33.txt,84,7202.0,7289.0,False,87.0
42,data/MKP33.txt,104,7281.0,7289.0,False,8.0
43,data/MKP33.txt,117,7289.0,7289.0,True,0.0
44,data/MKP33.txt,45,7287.0,7289.0,False,2.0
45,data/MKP41.txt,86,10051.0,10220.0,False,169.0
46,data/MKP41.txt,75,10159.0,10220.0,False,61.0
47,data/MKP41.txt,82,10174.0,10220.0,False,46.0
48,data/MKP41.txt,54,9945.0,10220.0,False,275.0
49,data/MKP41.txt,161,10074.0,10220.0,False,146.0
50,data/MKP47.txt,54,11027.0,11191.0,False,164.0
51,data/MKP47.txt,67,10989.0,11191.0,False,202.0
52,data/MKP47.txt,131,11057.0,11191.0,False,134.0
53,data/MKP47.txt,48,11098.0,11191.0,False,93.0
54,data/MKP47.txt,120,11146.0,11191.0,False,45.0
