,file,gen,found,target,success,diff
0,data/MKP01.txt,52,3800.0,3800.0,True,0.0
1,data/MKP01.txt,1,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,48,3800.0,3800.0,True,0.0
4,data/MKP01.txt,87,3800.0,3800.0,True,0.0
5,data/MKP03.txt,20,3915.0,4015.0,False,100.0
6,data/MKP03.txt,76,3525.0,4015.0,False,490.0
7,data/MKP03.txt,81,3850.0,4015.0,False,165.0
8,data/MKP03.txt,44,3965.0,4015.0,False,50.0
9,data/MKP03.txt,0,3820.0,4015.0,False,195.0
10,data/MKP05.txt,16,11880.0,12400.0,False,520.0
11,data/MKP05.txt,90,11940.0,12400.0,False,460.0
12,data/MKP05.txt,33,11695.0,12400.0,False,705.0
13,data/MKP05.txt,31,12230.0,12400.0,False,170.0
14,data/MKP05.txt,59,11820.0,12400.0,False,580.0
15,data/MKP07.txt,41,14827.0,16537.0,False,1710.0
16,data/MKP07.txt,26,15538.0,16537.0,False,999.0
17,data/MKP07.txt,23,14630.0,16537.0,False,1907.0
18,data/MKP07.txt,84,14730.0,16537.0,False,1807.0
19,data/MKP07.txt,96,15552.0,16537.0,False,985.0
20,data/MKP11.txt,11,110116.0,130883.0,False,20767.0
21,data/MKP11.txt,89,119594.0,130883.0,False,11289.0
22,data/MKP11.txt,23,111625.0,130883.0,False,19258.0
23,data/MKP11.txt,7,114608.0,130883.0,False,16275.0
24,data/MKP11.txt,63,110593.0,130883.0,False,20290.0
25,data/MKP17.txt,26,325974.0,624319.0,False,298345.0
26,data/MKP17.txt,28,355799.0,624319.0,False,268520.0
27,data/MKP17.txt,19,418028.0,624319.0,False,206291.0
28,data/MKP17.txt,37,267720.0,624319.0,False,356599.0
29,data/MKP17.txt,22,437990.0,624319.0,False,186329.0
30,data/MKP21.txt,85,3696.0,4561.0,False,865.0
31,data/MKP21.txt,37,3141.0,4561.0,False,1420.0
32,data/MKP21.txt,86,3788.0,4561.0,False,773.0
33,data/MKP21.txt,30,3478.0,4561.0,False,1083.0
34,data/MKP21.txt,22,3467.0,4561.0,False,1094.0
35,data/MKP23.txt,48,4317.0,5557.0,False,1240.0
36,data/MKP23.txt,39,4843.0,5557.0,False,714.0
37,data/MKP23.txt,82,5083.0,5557.0,False,474.0
38,data/MKP23.txt,20,4682.0,5557.0,False,875.0
39,data/MKP23.txt,93,5292.0,5557.0,False,265.0
40,data/MKP33.txt,95,5855.0,7289.0,False,1434.0
41,data/MKP33.txt,17,5561.0,7289.0,False,1728.0
42,data/MKP33.txt,96,5260.0,7289.0,False,2029.0
43,data/MKP33.txt,59,6100.0,7289.0,False,1189.0
44,data/MKP33.txt,84,4424.0,7289.0,False,2865.0
45,data/MKP41.txt,82,9020.0,10220.0,False,1200.0
46,data/MKP41.txt,97,8755.0,10220.0,False,1465.0
47,data/MKP41.txt,97,9659.0,10220.0,False,561.0
48,data/MKP41.txt,36,8575.0,10220.0,False,1645.0
49,data/MKP41.txt,95,9182.0,10220.0,False,1038.0
50,data/MKP47.txt,94,9265.0,11191.0,False,1926.0
51,data/MKP47.txt,79,9410.0,11191.0,False,1781.0
52,data/MKP47.txt,81,10500.0,11191.0,False,691.0
53,data/MKP47.txt,93,10463.0,11191.0,False,728.0
54,data/MKP47.txt,95,9836.0,11191.0,False,1355.0
