,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,0,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,48,4015.0,4015.0,True,0.0
6,data/MKP03.txt,10,4015.0,4015.0,True,0.0
7,data/MKP03.txt,8,4015.0,4015.0,True,0.0
8,data/MKP03.txt,8,4015.0,4015.0,True,0.0
9,data/MKP03.txt,11,4015.0,4015.0,True,0.0
10,data/MKP05.txt,25,12350.0,12400.0,False,50.0
11,data/MKP05.txt,93,12390.0,12400.0,False,10.0
12,data/MKP05.txt,19,12400.0,12400.0,True,0.0
13,data/MKP05.txt,107,12360.0,12400.0,False,40.0
14,data/MKP05.txt,22,12230.0,12400.0,False,170.0
15,data/MKP07.txt,63,16433.0,16537.0,False,104.0
16,data/MKP07.txt,98,16311.0,16537.0,False,226.0
17,data/MKP07.txt,64,16343.0,16537.0,False,194.0
18,data/MKP07.txt,53,16325.0,16537.0,False,212.0
19,data/MKP07.txt,55,16190.0,16537.0,False,347.0
20,data/MKP11.txt,23,130723.0,130883.0,False,160.0
21,data/MKP11.txt,28,130723.0,130883.0,False,160.0
22,data/MKP11.txt,232,130723.0,130883.0,False,160.0
23,data/MKP11.txt,43,130723.0,130883.0,False,160.0
24,data/MKP11.txt,68,123910.0,130883.0,False,6973.0
25,data/MKP17.txt,77,588856.0,624319.0,False,35463.0
26,data/MKP17.txt,59,572470.0,624319.0,False,51849.0
27,data/MKP17.txt,48,537206.0,624319.0,False,87113.0
28,data/MKP17.txt,38,559863.0,624319.0,False,64456.0
29,data/MKP17.txt,107,590769.0,624319.0,False,33550.0
30,data/MKP21.txt,16,4561.0,4561.0,True,0.0
31,data/MKP21.txt,15,4561.0,4561.0,True,0.0
32,data/MKP21.txt,41,4561.0,4561.0,True,0.0
33,data/MKP21.txt,91,4531.0,4561.0,False,30.0
34,data/MKP21.txt,24,4561.0,4561.0,True,0.0
35,data/MKP23.txt,60,5523.0,5557.0,False,34.0
36,data/MKP23.txt,151,5476.0,5557.0,False,81.0
37,data/MKP23.txt,29,5423.0,5557.0,False,134.0
38,data/MKP23.txt,92,5506.0,5557.0,False,51.0
39,data/MKP23.txt,84,5514.0,5557.0,False,43.0
40,data/MKP33.txt,56,7193.0,7289.0,False,96.0
41,data/MKP33.txt,65,7243.0,7289.0,False,46.0
42,data/MKP33.txt,57,7093.0,7289.0,False,196.0
43,data/MKP33.txt,58,7193.0,7289.0,False,96.0
44,data/MKP33.txt,50,7159.0,7289.0,False,130.0
45,data/MKP41.txt,77,10007.0,10220.0,False,213.0
46,data/MKP41.txt,125,9979.0,10220.0,False,241.0
47,data/MKP41.txt,108,10066.0,10220.0,False,154.0
48,data/MKP41.txt,121,9726.0,10220.0,False,494.0
49,data/MKP41.txt,160,9957.0,10220.0,False,263.0
50,data/MKP47.txt,67,11033.0,11191.0,False,158.0
51,data/MKP47.txt,88,10948.0,11191.0,False,243.0
52,data/MKP47.txt,67,10867.0,11191.0,False,324.0
53,data/MKP47.txt,100,11130.0,11191.0,False,61.0
54,data/MKP47.txt,152,10982.0,11191.0,False,209.0
