,file,gen,found,target,success,diff
0,data/MKP01.txt,0,3800.0,3800.0,True,0.0
1,data/MKP01.txt,0,3800.0,3800.0,True,0.0
2,data/MKP01.txt,0,3800.0,3800.0,True,0.0
3,data/MKP01.txt,0,3800.0,3800.0,True,0.0
4,data/MKP01.txt,0,3800.0,3800.0,True,0.0
5,data/MKP03.txt,32,4005.0,4015.0,False,10.0
6,data/MKP03.txt,0,4015.0,4015.0,True,0.0
7,data/MKP03.txt,133,3955.0,4015.0,False,60.0
8,data/MKP03.txt,5,4015.0,4015.0,True,0.0
9,data/MKP03.txt,6,4005.0,4015.0,False,10.0
10,data/MKP05.txt,249,12330.0,12400.0,False,70.0
11,data/MKP05.txt,63,12370.0,12400.0,False,30.0
12,data/MKP05.txt,203,12360.0,12400.0,False,40.0
13,data/MKP05.txt,166,12370.0,12400.0,False,30.0
14,data/MKP05.txt,145,12350.0,12400.0,False,50.0
15,data/MKP07.txt,111,16277.0,16537.0,False,260.0
16,data/MKP07.txt,41,16327.0,16537.0,False,210.0
17,data/MKP07.txt,38,15482.0,16537.0,False,1055.0
18,data/MKP07.txt,32,16290.0,16537.0,False,247.0
19,data/MKP07.txt,27,14990.0,16537.0,False,1547.0
20,data/MKP11.txt,10,123967.0,130883.0,False,6916.0
21,data/MKP11.txt,191,118235.0,130883.0,False,12648.0
22,data/MKP11.txt,183,123910.0,130883.0,False,6973.0
23,data/MKP11.txt,53,121059.0,130883.0,False,9824.0
24,data/MKP11.txt,92,130883.0,130883.0,True,0.0
25,data/MKP17.txt,73,520806.0,624319.0,False,103513.0
26,data/MKP17.txt,23,481095.0,624319.0,False,143224.0
27,data/MKP17.txt,93,527437.0,624319.0,False,96882.0
28,data/MKP17.txt,172,572025.0,624319.0,False,52294.0
29,data/MKP17.txt,100,563630.0,624319.0,False,60689.0
30,data/MKP21.txt,171,4561.0,4561.0,True,0.0
31,data/MKP21.txt,50,4531.0,4561.0,False,30.0
32,data/MKP21.txt,147,4505.0,4561.0,False,56.0
33,data/MKP21.txt,46,4385.0,4561.0,False,176.0
34,data/MKP21.txt,22,4561.0,4561.0,True,0.0
35,data/MKP23.txt,98,5408.0,5557.0,False,149.0
36,data/MKP23.txt,85,5539.0,5557.0,False,18.0
37,data/MKP23.txt,19,5352.0,5557.0,False,205.0
38,data/MKP23.txt,91,5518.0,5557.0,False,39.0
39,data/MKP23.txt,235,5396.0,5557.0,False,161.0
40,data/MKP33.txt,77,7252.0,7289.0,False,37.0
41,data/MKP33.txt,203,7069.0,7289.0,False,220.0
42,data/MKP33.txt,53,7244.0,7289.0,False,45.0
43,data/MKP33.txt,111,6947.0,7289.0,False,342.0
44,data/MKP33.txt,249,6875.0,7289.0,False,414.0
45,data/MKP41.txt,60,10027.0,10220.0,False,193.0
46,data/MKP41.txt,83,9830.0,10220.0,False,390.0
47,data/MKP41.txt,180,10015.0,10220.0,False,205.0
48,data/MKP41.txt,165,9966.0,10220.0,False,254.0
49,data/MKP41.txt,56,9841.0,10220.0,False,379.0
50,data/MKP47.txt,105,10903.0,11191.0,False,288.0
51,data/MKP47.txt,119,11000.0,11191.0,False,191.0
52,data/MKP47.txt,113,11076.0,11191.0,False,115.0
53,data/MKP47.txt,169,10744.0,11191.0,False,447.0
54,data/MKP47.txt,172,11130.0,11191.0,False,61.0
